ID,Zloss,Zgain,Zlessivage,I/E Ratio,Criteria,Soil Order,Suborder,Great Group,Subgroup,Deposit Material ,Drainage Class,Depth to Gleying ,Distance to RSF,E_Sand,E_Silt,E_Clay,I_Sand,I_Silt,I_Clay,E_Porosity,I_Porosity,E_pHw,I_pHw,E_OC,I_OC,E_EA,I_EA,E_TEB,I_TEB,E_CEC,I_CEC,E_BS,I_BS,E_MONOVALENT,E_DIVALENT,I_MONOVALENT,I_DIVALENT,E_SM,E_MI,E_HV,E_KA,E_GI,E_QZ,I_SM,I_MI,I_HV,I_KA,I_GI,I_QZ,E_DOMMIN,I_DOMMIN
S46_006,76,127,76,2.025228253,one,ults,ud,Kanhapl,Typic,Decomposition Residuum,WD,250,9571.86,79.76,10.48,9.77,71.77,8.45,19.78,0.41,0.39,5.59,5.4,0.4,0.1,9.77,3.63,0.59,0.54,4.53,4.16,0.11,0.13,0.09,0.5,0.04,0.5,5,0,31,12,47,7,0,0,19,11,65,5,GI,GI
S57_034,74,129,74,2.274876249,one,ults,ud,Kandi,Typic,Decomposition Residuum,WD,250,19773.21,78.87,9.85,11.22,68.75,5.73,25.52,0.39,0.36,5.13,4.85,0.37,0.06,11.22,4.55,1,0.78,4.75,5.33,0.18,0.14,0.07,0.93,0,0.78,0,0,41,14,33,12,0,0,29,18,48,5,HV,GI
S57_039,66,137,66,2.561049241,one,ults,ud,Kandi,Arenic,Decomposition Residuum,WD,150,240.23,79.07,13.39,7.54,70.99,9.7,19.31,0.43,0.35,5.54,5.52,0.62,0.1,7.54,3.86,0.31,0.31,4.63,4.17,0.07,0.07,0.04,0.27,0.04,0.27,0,0,46,11,27,16,0,0,34,18,44,4,HV,GI
S66_004,112,91,112,2.72442738,one,ults,ud,Pale,Grossarenic,Decomposition Residuum,WD,183,16268.01,84.46,10.35,5.19,81.55,4.32,14.13,0.38,0.36,5.25,5.11,0.37,0.09,5.19,2.14,0.38,0.38,2.67,2.52,0.13,0.16,0.02,0.36,0.03,0.35,0,0,50,12,17,21,0,0,37,11,43,9,HV,MIXED
S46_007,13,190,13,2.140463546,one,ults,ud,Kandi,Typic,Decomposition Residuum,WD,250,12666.83,74.5,14.6,10.9,64.87,11.8,23.33,0.43,0.37,5.3,5.16,1.14,0.11,10.9,4.37,1.42,0.65,9.21,5.01,0.15,0.13,0.24,1.18,0.04,0.6,0,0,38,15,42,5,0,0,28,16,55,2,MIXED,GI
S46_009,122,81,122,4.705350938,one,ults,ud,Kandi,Grossarenic,Decomposition Residuum,WD,250,7694.85,86.33,8.95,4.72,70.6,7.2,22.2,0.38,0.37,5.84,5.5,0.18,0.12,4.72,3.42,0.72,0.73,2.65,4.15,0.29,0.18,0.09,0.63,0.11,0.62,0,0,38,14,39,9,0,0,24,16,56,4,MIXED,GI
S46_008,25,178,25,1.517992261,two,ults,ud,Pale,Plinthic,Decomposition Residuum,WD,109,9423.85,57.72,25.5,16.78,55.33,19.19,25.47,0.43,0.38,4.82,5.28,1.68,0.12,16.78,4.61,0.42,0.28,14.55,4.88,0.03,0.06,0.11,0.31,0.05,0.22,0,0,40,14,40,6,0,0,21,20,57,3,MIXED,GI
S01_079,112,104,112,13.0792193,one,ods,aqu,Al,Ultic,Decomposition Residuum,PD,30,6274.11,95.83,3.33,0.84,85.82,3.23,10.95,0.41,0.37,5.84,4.87,0.28,0.21,0.84,7.29,0.13,0.14,3.92,7.42,0.06,0.02,0.02,0.11,0.06,0.08,0,0,0,5,0,95,0,0,14,16,62,8,QZ,GI
S03_001,130,10,130,5.799256512,one,ods,orth,Al,Aquic,Marine Deposits,SPD,86,1223.23,93.5,5.25,1.24,87.3,5.5,7.2,0.42,0.4,5.54,4.9,0.25,0.63,1.24,7.86,0.09,0.04,1.63,7.9,0.07,0.01,0.03,0.06,0.02,0.02,0,0,72,0,0,28,0,0,61,23,0,16,HV,HV
S03_017,152,51,152,5.410992277,one,ults,ud,Pale,Grossarenic,Marine Deposits,MWD,160,1011.12,89.95,6.58,3.47,76.26,4.95,18.8,0.42,0.38,5.54,6.56,0.28,0.26,3.47,5.87,0.23,0.44,1.99,6.3,0.14,0.07,0.03,0.2,0.04,0.4,0,0,60,24,0,16,9,0,48,35,0,8,HV,HV
S07_024,137,66,137,4.251724139,one,ults,ud,Pale,Psammentic,Decomposition Residuum,MWD,110,12778.34,89.74,7.93,2.33,81.6,8.5,9.9,0.38,0.31,6.18,5.9,0.21,0.04,2.33,4.63,0.29,0.46,3.02,5.09,0.09,0.09,0.01,0.28,0.02,0.44,0,0,47,26,1,26,0,0,50,36,2,12,HV,HV
S09_001,66,74,66,3.341405125,one,ents,psamm,Quartzi,Aquic,Decomposition Residuum,SPD,38,2045.8,95.09,2.58,2.33,90.22,1.99,7.79,0.41,0.41,5.28,4.59,0.35,0.09,2.33,2.33,1.12,1.03,3.44,3.36,0.33,0.3,0.05,1.08,0.04,0.99,0,0,59,16,0,25,0,0,40,32,0,29,HV,MIXED
S12_008,132,71,132,4.831537004,one,ults,ud,Pale,Grossarenic,Decomposition Residuum,WD,250,11426.66,88.91,6.37,4.72,69.32,7.85,22.83,0.42,0.37,5.7,5.19,0.26,0.12,4.73,9.2,1.11,3.23,4.81,12.44,0.23,0.26,0.11,1,0.15,3.08,0,0,52,31,0,17,0,0,55,43,0,3,HV,HV
S18_015,152,21,152,17.62689076,one,alfs,ud,Hapl,Typic,Marine Deposits,WD,250,516.81,96.92,1.91,1.17,76.3,3,20.7,0.42,0.39,5.17,6.2,0.15,0.62,1.17,4.54,0.29,10.55,1.49,15.28,0.19,0.69,0.03,0.26,0.23,10.32,0,0,61,27,0,13,0,0,58,34,0,8,HV,HV
S27_015,140,25,140,3.842927951,one,ods,aqu,Al,Alfic,Paludal Deposits,PD,25,821.81,96.73,1.39,1.87,92.1,0.7,7.2,0.44,0.39,6.4,7.2,0.62,0.4,1.87,1.2,2.28,12.5,3.99,13.7,0.6,0.91,0.05,2.23,0.1,12.4,0,0,27,13,0,11,33,0,48,15,0,4,HV,HV
S27_029,155,48,155,12.8424723,one,ults,ud,Pale,Aquic,Marine Deposits,SPD,76,7049.63,95.44,2.74,1.83,74.07,2.49,23.44,0.45,0.35,5.89,5.24,0.31,0.08,1.83,7.22,0.32,0.97,2.51,8.19,0.1,0.12,0.01,0.31,0.06,0.91,0,0,54,17,7,22,0,0,50,30,0,20,HV,HV
S32_012,89,101,89,1.855336138,one,ults,ud,Kanhapl,Arenic,Solution Residuum,WD,250,22546.2,86.38,6.44,7.18,82.33,4.35,13.32,0.38,0.37,5.44,5.05,0.22,0.1,7.18,3.41,0.43,0.4,2.9,3.81,0.16,0.11,0,0.43,0,0.4,0,0,49,28,12,13,0,0,44,38,14,4,HV,MIXED
S32_018,99,91,99,5.704063837,one,ults,ud,Pale,Grossarenic,Decomposition Residuum,ED,99,4321.87,90.29,4.68,5.04,65.59,5.69,28.72,0.39,0.35,5.38,4.99,0.12,0.13,5.04,5.8,0.49,0.2,2.43,6,0.14,0.04,0,0.49,0,0.2,0,0,43,14,33,11,0,0,39,16,39,7,HV,MIXED
S32_041,160,43,160,6.641372126,one,ults,ud,Pale,Grossarenic,Solution Residuum,WD,170,32797.94,89.68,7.81,2.43,75.88,8.01,16.13,0.44,0.37,5.6,5.32,0.1,0.06,2.43,3.1,0.14,0.4,1.19,3.5,0.13,0.14,0.02,0.12,0.03,0.37,0,0,48,21,0,32,0,0,47,40,0,13,HV,MIXED
S36_019,68,11,68,6.181818172,one,alfs,ud,Hapl,Psammentic,Solution Residuum,MWD,0,61762.8,97.98,1.21,0.81,92.6,2.4,5,0.48,0.45,5.52,6.2,0.19,0.19,0.81,0.94,0.35,1.33,1.29,2.27,0.2,0.59,0.06,0.29,0.06,1.27,0,0,52,17,0,31,0,0,56,0,0,44,HV,HV
S38_017,23,23,23,10.35851851,one,alfs,aqu,Endo,Aeric,Decomposition Residuum,PD,10,3295.82,92.22,4.84,2.93,61,8.6,30.4,0.42,0.4,6.14,6.6,1.83,0.45,2.94,4.65,8.96,19.74,11.71,24.39,0.74,0.81,0.1,8.86,0.2,19.54,17,0,40,19,0,24,22,0,32,25,0,21,HV,HV
S51_032,81,10,81,8.14889336,one,ods,orth,Al,Aquic,Marine Deposits,MWD,60,7760.89,98.06,1.32,0.61,92.6,2.4,5,0.43,0.45,5.06,4.7,0.25,1.4,0.61,15.4,0.18,0.23,13.25,15.63,0.07,0.02,0.01,0.17,0.03,0.2,0,0,77,0,0,23,0,0,52,0,0,48,HV,MIXED
S55_034,68,135,68,5.922277506,one,alfs,aqu,Endo,Arenic,Marine Deposits,PD,0,976.15,95.39,3.47,1.18,90.6,2.21,7.19,0.45,0.42,6.19,5.18,0.52,0.12,1.18,2.97,3.45,2.55,6.98,5.52,0.44,0.5,0.24,3.22,0.29,2.26,0,0,71,0,0,29,15,0,54,10,0,22,HV,HV
S57_029,25,178,25,2.426036249,one,ults,ud,Kandi,Plinthic,Decomposition Residuum,WD,135,28846.63,63.86,27.2,8.94,60.38,17.93,21.69,0.44,0.38,5,5.13,1.4,0.17,8.94,7.75,0.5,0.38,9.06,8.13,0.05,0.05,0.06,0.44,0.03,0.35,0,0,55,19,0,26,0,0,49,33,0,18,HV,HV
S62_004,71,20,71,9.974394464,one,alfs,aqu,Endo,Arenic,Decomposition Residuum,PD,15,7799.57,95.45,2.49,2.04,75.4,4.3,20.3,0.4,0.36,5.4,5.9,0.26,0.38,2.04,5.75,0.29,7.18,4.24,12.93,0.06,0.56,0.02,0.26,0.13,7.05,22,0,41,16,0,21,18,0,38,32,0,12,HV,MIXED
S63_004,162,41,162,5.241094476,one,ults,ud,Pale,Grossarenic,Decomposition Residuum,WD,250,11255.53,92.49,3.92,3.59,76.4,4.8,18.8,0.4,0.37,4.84,5,0.2,0.07,3.59,7.83,0.63,3.57,3.82,11.4,0.19,0.31,0.07,0.56,0.1,3.47,0,0,48,27,0,25,0,0,50,38,0,12,HV,HV
S64_017,114,11,114,24.7206005,one,alfs,ud,Hapl,Arenic,Marine Deposits,WD,0,703.47,97.97,0.98,1.05,73,1,26,0.45,0.4,6.44,7.3,0.15,0.36,1.05,5.2,0.42,9.6,1.19,14.8,0.36,0.65,0,0.16,0.2,9.4,5,0,48,23,0,24,30,0,53,13,0,4,HV,HV
S65_013,147,56,147,18.55324074,one,alfs,ud,Pale,Grossarenic,Decomposition Residuum,SPD,56,11585.37,96,3.12,0.88,79.69,3.95,16.36,0.42,0.36,5.28,5.2,0.28,0.11,0.88,4.17,0.17,5.25,1.27,9.42,0.18,0.51,0.07,0.1,0.24,5.01,8,0,45,12,0,35,11,0,38,23,0,28,HV,HV
S65_014,147,56,147,14.26359831,one,alfs,ud,Pale,Grossarenic,Decomposition Residuum,MWD,147,12635.22,95.55,3.48,0.98,80.77,5.31,13.91,0.45,0.34,5.25,5.24,0.21,0.12,0.98,3.7,0.24,3.22,1.11,6.93,0.28,0.47,0.08,0.16,0.21,3.01,11,0,45,18,0,26,21,0,33,23,0,23,HV,HV
S66_003,81,112,36,2.997162312,one,ults,ud,Kanhapl,Typic,Decomposition Residuum,WD,250,16892.89,79.21,14.29,6.5,69.08,10.59,20.33,0.38,0.39,5.21,4.81,0.46,0.12,7.49,4.7,0.61,0.65,4.2,5.35,0.16,0.12,0.07,0.54,0.04,0.61,0,0,67,17,0,16,0,0,55,25,17,3,HV,HV
S66_007,15,188,15,2.232332827,one,ults,ud,Pale,Plinthic,Decomposition Residuum,WD,122,12958.53,64,27.6,8.4,58.12,23.13,18.75,0.41,0.39,5,4.82,1.96,0.12,8.4,4.59,1.22,0.31,10.99,4.91,0.11,0.06,0.14,1.08,0.02,0.3,0,0,66,22,0,12,0,0,43,29,14,14,HV,HV
S66_009,25,178,25,2.488988766,one,ults,ud,Kandi,Typic,Decomposition Residuum,WD,250,7158,73.3,16.7,10,64.32,10.72,24.89,0.44,0.41,5.4,5.12,1.73,0.15,10,5.52,1.32,0.55,10.29,6.07,0.13,0.09,0.12,1.2,0.04,0.51,0,0,70,21,0,9,0,0,50,31,11,8,HV,HV
S08_007,94,30,94,3.993930198,one,ods,aqu,Al,Aeric,Solution Residuum,PD,22,3792.39,96.75,1.85,1.4,92.9,1.5,5.6,0.43,0.39,5.39,5.4,0.44,0.19,1.4,3.95,0.26,0.2,3.89,4.15,0.08,0.05,0.03,0.23,0.05,0.15,0,0,17,0,0,84,0,0,33,16,27,24,QZ,MIXED
S10_009,48,26,48,6.510121459,one,ods,orth,Al,Aquic,Marine Deposits,SPD,38,8302.18,94.92,4.53,0.55,74.2,6.31,19.49,0.48,0.5,3.87,3.6,0.79,1.64,0.55,14.11,0.46,0.18,3.03,14.29,0.25,0.01,0.11,0.35,0.06,0.11,0,0,0,0,0,100,14,0,36,18,0,32,QZ,MIXED
S22_001,81,38,81,24.94656081,one,alfs,aqu,Gloss,Arenic,Solution Residuum,PD,10,24756.35,99.02,0.5,0.48,85.44,2.52,12.04,0.38,0.34,5.56,4.11,0.14,0.32,0.48,5.43,0.23,6.15,0.66,11.58,0.32,0.56,0.02,0.21,0.14,6.01,21,0,18,12,0,50,31,0,43,17,0,9,QZ,HV
S34_007,71,15,71,8.64021163,one,ods,aqu,Al,Ultic,Solution Residuum,PD,24,22906.87,96.47,3.02,0.53,79.9,3.48,16.62,0.45,0.42,4.94,4.7,0.77,1.41,0.53,11.25,0.15,0.08,2.54,11.32,0.07,0.01,0.02,0.13,0.02,0.06,0,0,0,20,0,80,0,0,36,30,0,34,QZ,MIXED
S36_009,64,12,64,15.36842105,one,alfs,aqu,Endo,Arenic,Solution Residuum,PD,8,54009.28,98.13,0.92,0.95,83.4,2,14.6,0.43,0.35,6.19,7.8,0.33,0.34,0.95,1.81,0.46,13.67,1.77,15.48,0.25,0.88,0.05,0.41,0.1,13.57,0,0,13,9,3,76,0,0,31,19,25,25,QZ,MIXED
S50_013,81,15,81,12.03968873,one,ods,aqu,Al,Alfic,Marine Deposits,PD,0,33503.21,96.56,1.85,1.59,78.9,2,19.1,0.43,0.45,4.42,6.3,0.99,2.1,1.59,7.4,2.25,18.5,6.23,25.9,0.25,0.71,0.06,2.15,0.2,18.3,5,0,6,4,0,85,0,0,62,31,0,8,QZ,HV
S62_001,58,11,58,8.385542169,one,alfs,ud,Hapl,Arenic,Decomposition Residuum,SPD,69,9399.91,96.9,1.38,1.72,79,6.6,14.4,0.44,0.36,5.4,6.8,0.39,0.35,1.72,2.07,0.82,8.2,2.88,10.27,0.23,0.8,0.02,0.8,0.05,8.15,0,0,36,22,0,42,0,0,44,36,0,20,MIXED,MIXED
S63_008,79,124,79,4.761839202,one,ults,ud,Pale,Aquic,Decomposition Residuum,SPD,58,11087.55,89.42,6.1,4.48,70.26,8.42,21.33,0.39,0.44,5.27,5.03,0.32,0.08,4.48,16.47,0.51,2.22,3.95,18.69,0.13,0.13,0.04,0.47,0.15,2.07,0,0,38,29,0,33,0,0,38,28,0,32,MIXED,HV
S18_018,81,36,81,12.71434426,one,ods,orth,Al,Aquic,Marine Deposits,SPD,71,75.68,97.49,1.75,0.75,87.35,3.08,9.57,0.44,0.45,4.18,4.6,0.41,1.13,0.75,12.31,0.25,4.23,2.83,16.54,0.1,0.22,0.04,0.21,0.44,3.79,36,0,14,14,0,36,17,0,39,28,0,16,MIXED,HV
S45_013,89,7,89,7.203237409,one,ods,orth,Al,Aquic,Marine Deposits,MWD,70,340.85,98.28,1.09,0.62,93.1,2.4,4.5,0.49,0.49,4.52,4.1,0.75,1.92,0.62,20.99,0.39,0.29,3.7,21.28,0.08,0.01,0.12,0.27,0.19,0.1,33,0,25,10,0,32,17,0,53,10,0,20,MIXED,HV
S12_009,96,107,96,24.31112448,one,ods,orth,Al,Aquic,Decomposition Residuum,SPD,61,11116.64,95.79,3.79,0.42,82.94,5.48,11.58,0.44,0.38,5.28,4.93,0.22,0.52,0.42,11.49,0.12,1.32,0.98,12.81,0.13,0.09,0.02,0.1,0.09,1.23,51,0,19,0,0,30,12,0,39,25,0,24,SM,HV
S03_020,142,61,142,6.105400516,one,ults,ud,Kandi,Grossarenic,Marine Deposits,WD,250,410.03,94.49,3.41,2.11,85.48,1.67,12.86,0.38,0.37,5.5,5.52,0.17,0.22,2.11,3.25,0.09,0.24,2.04,3.49,0.04,0.07,0.02,0.07,0.02,0.22,9,0,58,13,0,21,11,0,35,10,36,8,HV,MIXED
S07_005,86,117,86,3.46717516,one,ults,ud,Pale,Arenic,Decomposition Residuum,SPD,53,11036.27,85.37,10.36,4.27,76.99,8.21,14.8,0.38,0.33,5.18,4.58,0.2,0.04,4.27,4.16,1.2,0.61,5.25,4.77,0.28,0.13,0.11,1.09,0.04,0.57,0,0,41,30,16,13,0,0,35,27,30,8,HV,MIXED
S57_035,20,196,20,1.492745536,two,ults,ud,Kandi,Rhodic,Decomposition Residuum,WD,250,24548.6,64.3,16.5,19.2,59.96,11.38,28.66,0.44,0.37,4.7,4.89,1.46,0.16,19.2,4.52,2.3,1.85,14.2,6.37,0.16,0.27,0.4,1.9,0.09,1.76,0,0,34,14,34,18,0,3,35,16,34,12,MIXED,MIXED
S07_017,66,137,66,3.571168388,one,ults,ud,Pale,Arenic,Decomposition Residuum,MWD,86,9484.63,83.71,10.86,5.43,70.55,10.04,19.41,0.37,0.36,5.5,4.83,0.23,0.09,5.44,3.9,1.13,1.3,3.21,5.19,0.33,0.26,0.1,1.02,0.1,1.19,0,0,47,25,1,27,0,0,46,43,2,10,HV,MIXED
S07_022,56,119,56,2.788707872,one,ults,aqu,Pale,Plinthic,Marine Deposits,PD,0,15663.41,77.29,13.42,9.29,60.22,13.87,25.91,0.37,0.34,4.55,4.84,1.02,0.13,9.29,6.6,0.11,0.19,7.56,6.79,0.01,0.03,0.05,0.06,0.03,0.15,0,0,53,40,0,7,0,0,46,51,0,3,HV,MIXED
S07_025,127,76,127,4.144338884,one,ults,ud,Pale,Grossarenic,Decomposition Residuum,WD,157,8746.29,90.49,5.97,3.28,77.35,9.05,13.59,0.43,0.33,5.51,6.16,0.16,0.15,3.28,5.17,0.09,0.18,3.16,5.35,0.03,0.03,0,0.09,0.01,0.17,0,0,52,26,2,20,0,0,45,43,5,8,HV,MIXED
S12_013,59,142,61,8.045398497,one,ults,ud,Pale,Arenic,Marine Deposits,WD,119,9699.64,90.79,5.78,3.43,65.38,7.05,27.57,0.42,0.42,5.52,4.58,0.22,0.12,3.43,9.62,0.36,0.67,4.81,10.29,0.08,0.07,0.03,0.33,0.06,0.61,0,0,52,35,0,13,0,0,43,48,0,10,HV,MIXED
S32_038,117,86,117,9.169487398,one,ults,ud,Pale,Aquic,Decomposition Residuum,MWD,66,5013.26,90.85,7,1.96,76.26,5.78,17.96,0.44,0.36,5.79,4.82,0.25,0.05,1.96,5.38,0.18,0.66,2.72,6.05,0.06,0.12,0.03,0.15,0.05,0.61,3,0,54,23,0,21,7,0,38,51,0,4,HV,MIXED
S33_015,142,61,142,11.55925702,one,ults,ud,Pale,Aquic,Decomposition Residuum,SPD,64,2554.81,92.36,6.41,1.23,77.99,7.81,14.2,0.47,0.41,5.68,5.3,0.28,0.07,1.23,5.82,0.16,1.96,2.11,7.78,0.06,0.24,0.03,0.14,0.13,1.82,0,0,62,10,0,29,0,0,37,34,0,29,HV,MIXED
S66_006,130,73,130,4.399545543,one,ults,ud,Kandi,Grossarenic,Decomposition Residuum,WD,250,17410.95,87.27,7.84,4.88,73.07,5.47,21.46,0.42,0.4,5.05,5,0.17,0.15,4.87,3.27,0.11,0.35,1.68,3.62,0.08,0.1,0.02,0.09,0.04,0.31,0,0,47,24,18,11,0,0,38,34,21,7,HV,MIXED
S01_083,66,71,66,3.832318877,one,ults,aqu,Endo,Arenic,Decomposition Residuum,PD,20,11553.11,90.97,5.8,3.14,81.42,6.55,12.03,0.39,0.37,5.29,4.67,0.57,0.1,3.14,8.66,1.01,0.82,6.1,9.48,0.13,0.09,0.15,0.86,0.18,0.63,0,0,20,5,0,75,0,0,32,27,0,42,QZ,MIXED
S16_014,138,91,138,6.785525486,one,ults,ud,Pale,Grossarenic,Marine Deposits,MWD,165,2805.37,92.34,5.13,2.53,78.71,4.12,17.17,0.5,0.38,5.71,5.03,0.25,0.09,2.53,5.42,0.1,0.66,1.71,6.08,0.03,0.11,0.02,0.09,0.07,0.59,0,0,35,12,0,53,0,10,39,38,0,13,QZ,MIXED
S49_016,61,243,61,19.83394627,one,ods,aqu,Al,Alfic,Marine Deposits,PD,25,13245.26,93.95,4.97,1.08,76.75,1.85,21.39,0.47,0.36,5.12,8.06,2.11,0.25,1.08,2.65,1.76,6.51,8.47,9.16,0.3,0.71,0.32,1.44,0.66,5.85,14,0,13,4,0,69,18,0,37,38,0,7,QZ,MIXED
S12_015,74,129,74,2.254043955,one,ults,ud,Pale,Arenic,Decomposition Residuum,WD,250,10142.8,85.55,6.61,7.84,77.03,5.29,17.68,0.45,0.4,5.52,5.54,0.49,0.07,7.84,10.05,1.99,2.11,9.74,12.16,0.2,0.17,0.09,1.9,0.14,1.97,0,0,36,29,0,35,22,0,29,31,0,19,MIXED,MIXED
S18_005,64,139,64,8.498864698,one,alfs,aqu,Gloss,Arenic,Marine Deposits,PD,15,8349.01,93.86,4.25,1.88,81.88,2.13,15.99,0.44,0.4,4.73,5.84,0.91,0.1,1.88,2.45,2.48,8.29,6.44,10.73,0.36,0.78,0.24,2.24,0.34,7.95,0,0,38,28,0,34,0,0,26,29,0,12,MIXED,MIXED
S26_018,76,8,76,5.959183676,one,alfs,aqu,Endo,Arenic,Paludal Deposits,PD,18,57324.83,97.51,0.04,2.45,84.3,1.1,14.6,0.45,0.38,5.67,7.1,1.94,0.37,2.45,6.21,4.18,13.88,14.59,20.09,0.2,0.69,0.13,4.05,0.32,13.56,24,0,27,17,0,32,25,0,30,35,0,10,MIXED,MIXED
S28_023,88,107,96,7.156067742,one,epts,aqu,Hum,Typic,Marine Deposits,VPD,0,1563.39,98.13,1.27,0.6,93.54,2.14,4.33,0.38,0.35,5.85,5.81,0.33,0.31,0.6,1.96,0.08,0.59,1.63,2.55,0.05,0.24,0.02,0.06,0.09,0.5,21,0,33,19,0,27,11,0,28,26,17,20,MIXED,MIXED
S03_015,91,112,91,5.834827186,one,ults,ud,Pale,Arenic,Marine Deposits,MWD,91,20806.65,85.34,10.4,4.26,67.91,7.23,24.86,0.42,0.39,4.86,4.76,0.23,0.02,4.26,4.54,0.16,0.26,1.78,4.8,0.18,0.07,0.04,0.13,0.04,0.22,0,0,60,12,17,11,0,0,30,33,32,5,HV,MIXED
S57_026,15,137,15,2.731822009,one,ults,ud,Kandi,Plinthic,Decomposition Residuum,WD,150,10504.41,74.1,15.5,10.4,61.31,10.27,28.41,0.43,0.4,4.3,4.82,1.43,0.17,10.4,8.45,0.7,0.23,13.2,8.68,0.05,0.03,0,0.7,0,0.23,0,0,60,13,16,11,0,0,31,34,29,6,HV,MIXED
S36_017,94,36,94,13.28073397,one,ods,aqu,Hapl,Alfic,Solution Residuum,PD,20,40988.28,97.97,0.87,1.16,82.6,2,15.4,0.43,0.35,5.26,6.9,0.78,0.7,1.16,2.22,0.49,7.26,1.98,9.48,0.21,0.77,0.02,0.47,0.07,7.19,7,0,9,16,0,70,28,0,31,27,0,14,QZ,MIXED
S27_016,30,120,30,2.972983872,one,ods,aqu,Al,Aeric,Paludal Deposits,PD,30,778.33,96.37,1.57,2.07,92.58,0.88,6.54,0.5,0.44,4.47,5.66,0.75,0.5,2.07,3.92,0.97,1.99,5.03,5.9,0.18,0.32,0.03,0.93,0.06,1.93,0,0,72,0,0,28,31,0,32,12,0,26,HV,MIXED
S55_036,33,170,33,7.436764699,one,ods,aqu,Al,Ultic,Marine Deposits,PD,10,1570.49,94.5,4.3,1.2,88.79,2.29,8.92,0.46,0.43,5,5.14,1.67,0.53,1.2,9.42,4.7,0.27,12.7,9.69,0.37,0.03,0.11,4.59,0.06,0.21,32,0,22,0,0,46,38,0,35,14,0,13,QZ,MIXED
S01_073,18,190,18,8.777192983,one,ults,ud,Pale,Psammentic,Decomposition Residuum,WD,250,1422.5,87.3,11.8,0.9,87.69,4.41,7.9,0.44,0.45,6.1,5.87,1.17,0.12,0.9,4.03,3.59,1.61,8.81,5.64,0.41,0.29,0.2,3.39,0.09,1.52,0,0,70,0,0,30,0,0,24,40,0,37,HV,KA
S01_075,74,10,74,14.0462963,one,alfs,ud,Hapl,Arenic,Decomposition Residuum,WD,250,2723.76,93.83,4.71,1.46,72.9,6.6,20.5,0.45,0.36,6.5,6.7,0.31,0.29,1.46,2.78,1.2,9,2.71,11.78,0.56,0.76,0.04,1.16,0.07,8.93,0,0,82,0,0,18,0,0,44,66,0,0,HV,KA
S01_094,15,201,15,4.462256622,one,ults,ud,Pale,Aquic,Decomposition Residuum,SPD,46,5770.77,86.8,5.1,8.1,58.35,5.5,36.14,0.43,0.39,5.2,4.56,3.05,0.26,8.1,10.84,5.04,3.47,10.89,14.31,0.46,0.24,0.18,4.86,0.1,3.36,0,0,56,44,0,0,7,0,27,55,0,11,HV,KA
S01_095,99,104,99,16.22142817,one,ults,ud,Pale,Arenic,Decomposition Residuum,MWD,99,2226.15,93.43,4.41,2.16,59.44,5.53,35.03,0.41,0.43,5.9,5.35,0.24,0.09,2.16,15.9,0.41,1.41,2.87,17.32,0.13,0.08,0.1,0.31,0.39,1.03,0,0,46,31,0,23,0,0,14,73,0,13,HV,KA
S01_100,76,127,76,7.718430067,one,ults,ud,Pale,Aquic,Marine Deposits,SPD,76,8719.34,90.89,6.72,2.38,75.24,6.36,18.4,0.43,0.37,5.12,4.75,0.24,0.04,2.38,4.66,0.22,0.63,4.25,5.3,0.04,0.12,0.04,0.18,0.09,0.54,0,0,42,22,0,36,6,0,31,57,0,7,HV,KA
S03_012,68,150,68,2.774462691,one,ults,aqu,Pale,Grossarenic,Marine Deposits,PD,23,14558.88,88.34,8.26,3.4,83.33,7.23,9.44,0.46,0.38,4.43,4.57,0.66,0.16,3.4,3.64,0.09,0.14,4.77,3.78,0.02,0.04,0.04,0.06,0.03,0.11,0,0,43,20,0,37,0,0,35,53,5,8,HV,KA
S07_018,81,143,81,4.01806963,one,ults,ud,Kandi,Arenic,Decomposition Residuum,WD,107,11007.08,83.78,11.44,4.79,71.73,9.04,19.23,0.37,0.35,5.35,4.54,0.32,0.03,4.79,3.83,0.93,1.09,3.09,4.92,0.27,0.23,0.08,0.86,0.16,0.93,0,0,52,32,0,16,0,0,32,62,0,6,HV,KA
S09_003,96,107,96,3.133456481,one,ults,ud,Pale,Arenic,Decomposition Residuum,WD,250,1131.75,90.36,4.85,4.79,80.68,4.3,15.01,0.41,0.4,5,5.14,0.32,0.09,4.79,6.64,0.73,1.87,6.45,8.51,0.11,0.22,0.05,0.69,0.07,1.8,0,0,50,32,0,19,0,0,36,50,0,14,HV,KA
S09_025,30,173,30,5.648789051,one,alfs,ud,Pale,Typic,Solution Residuum,WD,250,3722.19,89.7,5.03,5.27,64.99,5.26,29.75,0.45,0.45,4.8,5.02,0.59,0.16,5.27,8.09,2.54,5.33,8.96,13.43,0.28,0.39,0.04,2.49,0.12,5.21,10,0,51,27,0,12,11,0,32,51,0,7,HV,KA
S09_026,132,71,132,10.01059653,one,ults,ud,Pale,Aquic,Marine Deposits,SPD,68,1195.09,94.32,4.31,1.37,80.99,5.32,13.69,0.41,0.37,5.15,4.8,0.38,0.11,1.37,5.17,0.36,0.71,2.35,5.88,0.16,0.14,0.05,0.31,0.1,0.61,8,0,41,27,0,24,11,0,24,59,0,7,HV,KA
